Name,State,City,Image
Mahabodhi Temple,Bihar,Bodh Gaya,mahabodhi_temple_bihar_bodh_gaya.jpg
Sanjay Gandhi Biological Park,Bihar,Patna,sanjay_gandhi_biological_park_bihar_patna.jpg
Takhat Shri Harimandir Ji Patna Sahib,Bihar,Patna,takhat_shri_harimandir_ji_patna_sahib_bihar_patna.jpg
Budhha Smriti Park,Bihar,Patna,budhha_smriti_park_bihar_patna.jpg
Kingdom of Dreams,Haryana,Gurugram,kingdom_of_dreams_haryana_gurugram.jpg
Ambience Mall,Haryana,Gurugram,ambience_mall_haryana_gurugram.jpg
DLF CyberHub,Haryana,Gurugram,dlf_cyberhub_haryana_gurugram.jpg
Gurudwara Bangla Sahib,Delhi,New Delhi,gurudwara_bangla_sahib_delhi_new_delhi.jpg
Kedarnath,Uttarakhand,Kedarnath,kedarnath_uttarakhand_kedarnath.jpg
DLF Mall of India,Uttar Pradesh,Noida,dlf_mall_of_india_uttar_pradesh_noida.jpg
The Grand Venice Mall,Uttar Pradesh,Greater Noida,the_grand_venice_mall_uttar_pradesh_greater_noida.jpg
Wonderla Amusement Park,Karnataka,Bengaluru,wonderla_amusement_park_karnataka_bengaluru.jpg
Nandankanan Zoological Park,Odisha,Bhubaneswar,nandankanan_zoological_park_odisha_bhubaneswar.jpg
Orion Mall,Karnataka,Bengaluru,orion_mall_karnataka_bengaluru.jpg
Inorbit Mall Cyberabad,Telangana,Hyderabad,inorbit_mall_cyberabad_telangana_hyderabad.jpg
Jama Masjid,Delhi,New Delhi,jama_masjid_delhi_new_delhi.jpg
Buddh International Circuit,Uttar Pradesh,Greater Noida,buddh_international_circuit_uttar_pradesh_greater_noida.jpg
Phoenix Palassio,Uttar Pradesh,Lucknow,phoenix_palassio_uttar_pradesh_lucknow.jpg
LuLu International Shopping Mall,Kerala,Kochi,lulu_international_shopping_mall_kerala_kochi.jpg
Rail Museum,Delhi,New Delhi,rail_museum_delhi_new_delhi.jpg
Living Root Bridge,Meghalaya,Cherrapunji,living_root_bridge_meghalaya_cherrapunji.jpg
Akshardham,Gujarat,Gandhinagar,akshardham_gujarat_gandhinagar.jpg
Agra Fort,Uttar Pradesh,Agra,agra_fort_uttar_pradesh_agra.jpg
Madhya Pradesh Tribal Museum,Madhya Pradesh,Bhopal,madhya_pradesh_tribal_museum_madhya_pradesh_bhopal.jpg
City Palace,Rajasthan,Jaipur,city_palace_rajasthan_jaipur.jpg
Albert Hall Museum,Rajasthan,Jaipur,albert_hall_museum_rajasthan_jaipur.jpg
